"invoiceno","customerid","country","invoicemonth","totalinvoiceamount","totalitems","distinctproducts","highvaluebasket"
"570878","16523",United Kingdom,2011-10-01 00:00:00.000,82.50,10,2,0
"570879","12685",France,2011-10-01 00:00:00.000,331.72,124,12,1
"570880","14291",United Kingdom,2011-10-01 00:00:00.000,359.60,247,20,1
"570881","12498",Germany,2011-10-01 00:00:00.000,247.25,69,13,1
"570882","13930",United Kingdom,2011-10-01 00:00:00.000,127.34,64,7,1
"570883","13477",United Kingdom,2011-10-01 00:00:00.000,464.07,347,26,1
"570884","17315",United Kingdom,2011-10-01 00:00:00.000,273.78,92,18,1
"570885","14211",United Kingdom,2011-10-01 00:00:00.000,355.78,172,18,1
"570886","13777",United Kingdom,2011-10-01 00:00:00.000,3953.35,1941,22,1
"570887","17169",United Kingdom,2011-10-01 00:00:00.000,527.10,424,36,1
"570888","17509",United Kingdom,2011-10-01 00:00:00.000,883.14,496,52,1
"570896","14217",United Kingdom,2011-10-01 00:00:00.000,102.95,27,5,1
"570906","14537",United Kingdom,2011-10-01 00:00:00.000,355.56,120,10,1
"570910","15489",United Kingdom,2011-10-01 00:00:00.000,442.64,178,18,1
"570919","12584",Italy,2011-10-01 00:00:00.000,318.06,60,14,1
"570961","13784",United Kingdom,2011-10-01 00:00:00.000,300.48,192,3,1
"570964","12766",Portugal,2011-10-01 00:00:00.000,1319.01,884,61,1
"570973","14180",United Kingdom,2011-10-01 00:00:00.000,149.70,26,5,1
"570983","14963",United Kingdom,2011-10-01 00:00:00.000,314.15,268,31,1
"570984","17279",United Kingdom,2011-10-01 00:00:00.000,187.83,48,8,1
"571006","17063",United Kingdom,2011-10-01 00:00:00.000,387.70,230,23,1
"571007","13487",United Kingdom,2011-10-01 00:00:00.000,166.60,52,10,1
"571008","17063",United Kingdom,2011-10-01 00:00:00.000,35.40,12,1,0
"571017","15116",United Kingdom,2011-10-01 00:00:00.000,411.78,276,13,1
"571028","16770",United Kingdom,2011-10-01 00:00:00.000,107.72,91,39,1
"571030","12876",Belgium,2011-10-01 00:00:00.000,1491.59,1290,51,1
"571031","15005",United Kingdom,2011-10-01 00:00:00.000,166.48,128,28,1
"571032","13827",United Kingdom,2011-10-01 00:00:00.000,109.04,43,31,1
"571033","14251",United Kingdom,2011-10-01 00:00:00.000,1259.46,746,36,1
"571034","12359",Cyprus,2011-10-01 00:00:00.000,2814.30,644,100,1
"571035","12446",RSA,2011-10-01 00:00:00.000,1002.31,351,57,1
"571036","17567",United Kingdom,2011-10-01 00:00:00.000,988.03,567,34,1
"571038","15511",United Kingdom,2011-10-01 00:00:00.000,192.35,52,32,1
"571039","16121",United Kingdom,2011-10-01 00:00:00.000,568.72,437,124,1
"571040","15272",United Kingdom,2011-10-01 00:00:00.000,422.98,128,36,1
"571041","14527",United Kingdom,2011-10-01 00:00:00.000,131.48,37,15,1
"571043","17892",United Kingdom,2011-10-01 00:00:00.000,10.20,4,1,0
"571044","14421",United Kingdom,2011-10-01 00:00:00.000,357.93,171,12,1
"571046","18096",United Kingdom,2011-10-01 00:00:00.000,431.21,496,91,1
"571047","16042",United Kingdom,2011-10-01 00:00:00.000,388.72,214,20,1
"571048","16042",United Kingdom,2011-10-01 00:00:00.000,43.80,60,4,0
"571049","16670",United Kingdom,2011-10-01 00:00:00.000,341.78,181,21,1
"571050","14624",United Kingdom,2011-10-01 00:00:00.000,15.60,24,1,0
"571052","",United Kingdom,2011-10-01 00:00:00.000,3.29,3,3,0
"571053","12631",Finland,2011-10-01 00:00:00.000,640.50,236,31,1
"571054","14234",United Kingdom,2011-10-01 00:00:00.000,348.44,490,107,1
"571055","14975",United Kingdom,2011-10-01 00:00:00.000,279.94,380,11,1
"571056","15367",United Kingdom,2011-10-01 00:00:00.000,434.41,303,29,1
"571057","15367",United Kingdom,2011-10-01 00:00:00.000,27.00,4,1,0
"571058","13853",United Kingdom,2011-10-01 00:00:00.000,1090.14,312,23,1
"571060","17813",United Kingdom,2011-10-01 00:00:00.000,2.49,1,1,0
"571061","",United Kingdom,2011-10-01 00:00:00.000,3024.22,386,151,1
"571062","16773",United Kingdom,2011-10-01 00:00:00.000,171.59,171,23,1
"571063","16430",United Kingdom,2011-10-01 00:00:00.000,300.85,103,6,1
"571064","17181",United Kingdom,2011-10-01 00:00:00.000,84.40,25,21,0
"571065","12613",Germany,2011-10-01 00:00:00.000,1881.86,885,79,1
"571067","16793",United Kingdom,2011-10-01 00:00:00.000,243.84,146,16,1
"571069","13668",United Kingdom,2011-10-01 00:00:00.000,188.94,97,20,1
"571080","13719",United Kingdom,2011-10-01 00:00:00.000,250.49,77,14,1
"571081","16775",United Kingdom,2011-10-01 00:00:00.000,204.28,61,26,1
"571082","",United Kingdom,2011-10-01 00:00:00.000,1354.71,479,190,1
"571090","15271",United Kingdom,2011-10-01 00:00:00.000,79.50,34,5,0
"571098","17841",United Kingdom,2011-10-01 00:00:00.000,416.78,193,50,1
"571099","13911",United Kingdom,2011-10-01 00:00:00.000,143.28,542,4,1
"571100","16682",United Kingdom,2011-10-01 00:00:00.000,106.92,108,4,1
"571101","16570",United Kingdom,2011-10-01 00:00:00.000,709.63,361,27,1
"571102","16570",United Kingdom,2011-10-01 00:00:00.000,31.80,4,1,0
"571103","18160",United Kingdom,2011-10-01 00:00:00.000,319.51,147,20,1
"571104","18130",United Kingdom,2011-10-01 00:00:00.000,313.86,258,21,1
"571105","17614",United Kingdom,2011-10-01 00:00:00.000,386.32,235,97,1
"571106","14976",United Kingdom,2011-10-01 00:00:00.000,209.40,69,16,1
"571107","13858",United Kingdom,2011-10-01 00:00:00.000,216.17,75,11,1
"571108","14555",United Kingdom,2011-10-01 00:00:00.000,126.20,32,5,1
"571109","14976",United Kingdom,2011-10-01 00:00:00.000,6.50,2,1,0
"571111","14976",United Kingdom,2011-10-01 00:00:00.000,15,1,1,0
"571117","16224",United Kingdom,2011-10-01 00:00:00.000,429.42,318,30,1
"571118","16239",United Kingdom,2011-10-01 00:00:00.000,66.30,46,4,0
"571119","",United Kingdom,2011-10-01 00:00:00.000,2733.65,584,71,1
"571120","16950",United Kingdom,2011-10-01 00:00:00.000,400.15,307,15,1
"571121","18228",United Kingdom,2011-10-01 00:00:00.000,359.51,97,10,1
"571122","16566",United Kingdom,2011-10-01 00:00:00.000,38.40,48,2,0
"571123","14856",United Kingdom,2011-10-01 00:00:00.000,982.42,482,49,1
"571125","16394",United Kingdom,2011-10-01 00:00:00.000,313.48,588,12,1
"571129","14156",EIRE,2011-10-01 00:00:00.000,406.84,353,19,1
"571142","14567",United Kingdom,2011-10-01 00:00:00.000,729.60,240,20,1
"571158","14606",United Kingdom,2011-10-01 00:00:00.000,115.27,112,24,1
"571169","16168",United Kingdom,2011-10-01 00:00:00.000,119.90,38,6,1
"571178","14089",United Kingdom,2011-10-01 00:00:00.000,158.75,133,13,1
"571179","15482",United Kingdom,2011-10-01 00:00:00.000,40,1,1,0
"571180","15498",United Kingdom,2011-10-01 00:00:00.000,1135.89,326,34,1
"571181","15498",United Kingdom,2011-10-01 00:00:00.000,70.80,10,1,0
"571182","13115",United Kingdom,2011-10-01 00:00:00.000,15.60,8,1,0
"571183","14796",United Kingdom,2011-10-01 00:00:00.000,596.75,449,81,1
"571184","15478",United Kingdom,2011-10-01 00:00:00.000,826.83,288,24,1
"571185","13047",United Kingdom,2011-10-01 00:00:00.000,550.58,226,31,1
"571187","12380",Belgium,2011-10-01 00:00:00.000,450.86,229,23,1
"571188","12783",Portugal,2011-10-01 00:00:00.000,642.01,215,34,1
"571189","13213",United Kingdom,2011-10-01 00:00:00.000,556.70,882,39,1
"571190","17771",United Kingdom,2011-10-01 00:00:00.000,130.01,177,31,1
"571191","17404",Sweden,2011-10-01 00:00:00.000,15,1,1,0
"571192","13050",United Kingdom,2011-10-01 00:00:00.000,308.60,132,18,1
"571193","15484",United Kingdom,2011-10-01 00:00:00.000,394.16,264,14,1
"571197","16413",United Kingdom,2011-10-01 00:00:00.000,262.20,148,30,1
"571199","17949",United Kingdom,2011-10-01 00:00:00.000,108.00,300,1,1
"571200","14060",United Kingdom,2011-10-01 00:00:00.000,294.78,226,12,1
"571201","14937",Channel Islands,2011-10-01 00:00:00.000,649.92,240,20,1
"571202","14937",Channel Islands,2011-10-01 00:00:00.000,212.40,72,1,1
"571203","17677",United Kingdom,2011-10-01 00:00:00.000,1157.08,650,25,1
"571204","17677",United Kingdom,2011-10-01 00:00:00.000,59.70,6,1,0
"571205","15620",United Kingdom,2011-10-01 00:00:00.000,678.17,315,40,1
"571212","12856",United Kingdom,2011-10-01 00:00:00.000,598.49,307,74,1
"571213","13995",United Kingdom,2011-10-01 00:00:00.000,306.03,173,19,1
"571214","14390",United Kingdom,2011-10-01 00:00:00.000,879.80,451,54,1
"571215","13810",Germany,2011-10-01 00:00:00.000,653.50,179,20,1
"571216","16081",United Kingdom,2011-10-01 00:00:00.000,207.50,110,52,1
"571217","17451",United Kingdom,2011-10-01 00:00:00.000,470.55,333,27,1
"571218","17451",United Kingdom,2011-10-01 00:00:00.000,18.72,48,2,0
"571219","15601",United Kingdom,2011-10-01 00:00:00.000,781.14,680,50,1
"571221","16416",United Kingdom,2011-10-01 00:00:00.000,333.89,188,31,1
"571222","",United Kingdom,2011-10-01 00:00:00.000,14.25,3,2,0
"571223","13810",Germany,2011-10-01 00:00:00.000,599.5,1,1,1
"571224","13136",United Kingdom,2011-10-01 00:00:00.000,459.53,291,25,1
"571225","14397",United Kingdom,2011-10-01 00:00:00.000,179.86,98,7,1
"571226","13006",United Kingdom,2011-10-01 00:00:00.000,81.57,55,4,0
"571227","12477",Germany,2011-10-01 00:00:00.000,1288.78,316,32,1
"571228","15132",United Kingdom,2011-10-01 00:00:00.000,106.20,36,3,1
"571229","15453",United Kingdom,2011-10-01 00:00:00.000,186.96,144,35,1
"571230","13717",United Kingdom,2011-10-01 00:00:00.000,301.54,180,17,1
"571231","15856",United Kingdom,2011-10-01 00:00:00.000,992.00,690,26,1
"571232","17986",United Kingdom,2011-10-01 00:00:00.000,20.80,10,1,0
"571234","15856",United Kingdom,2011-10-01 00:00:00.000,47.04,112,2,0
"571235","15078",United Kingdom,2011-10-01 00:00:00.000,423.42,198,16,1
"571236","15078",United Kingdom,2011-10-01 00:00:00.000,30.60,12,1,0
"571237","15078",United Kingdom,2011-10-01 00:00:00.000,25.2,12,1,0
"571238","14290",United Kingdom,2011-10-01 00:00:00.000,250.52,72,12,1
"571239","12744",Singapore,2011-10-01 00:00:00.000,999.26,599,32,1
"571240","12562",France,2011-10-01 00:00:00.000,513.60,234,28,1
"571241","14592",United Kingdom,2011-10-01 00:00:00.000,133.94,107,45,1
"571242","17809",United Kingdom,2011-10-01 00:00:00.000,1835.60,1046,17,1
"571243","14595",United Kingdom,2011-10-01 00:00:00.000,1091.29,664,68,1
"571244","17180",United Kingdom,2011-10-01 00:00:00.000,231.17,154,31,1
"571245","16839",United Kingdom,2011-10-01 00:00:00.000,350.22,206,6,1
"571246","17750",United Kingdom,2011-10-01 00:00:00.000,142.04,326,11,1
"571247","15826",United Kingdom,2011-10-01 00:00:00.000,878.46,444,37,1
"571248","15826",United Kingdom,2011-10-01 00:00:00.000,55.85,31,3,0
"571250","17892",United Kingdom,2011-10-01 00:00:00.000,91.80,36,1,0
"571255","12454",Spain,2011-10-01 00:00:00.000,3528.34,1006,15,1
"571256","",United Kingdom,2011-10-01 00:00:00.000,2.89,1,1,0
"571257","",United Kingdom,2011-10-01 00:00:00.000,1472.17,357,211,1
"571258","17837",United Kingdom,2011-10-01 00:00:00.000,130.25,31,14,1
"571259","12901",United Kingdom,2011-10-01 00:00:00.000,306.00,360,1,1
"571260","16206",United Kingdom,2011-10-01 00:00:00.000,127.20,69,8,1
"571261","12901",United Kingdom,2011-10-01 00:00:00.000,306.00,360,1,1
"571263","14910",United Kingdom,2011-10-01 00:00:00.000,214.41,98,15,1
"571265","16674",United Kingdom,2011-10-01 00:00:00.000,189.14,120,60,1
"571266","17769",United Kingdom,2011-10-01 00:00:00.000,437.86,133,31,1
"571267","17811",United Kingdom,2011-10-01 00:00:00.000,146.70,69,8,1
"571268","15351",United Kingdom,2011-10-01 00:00:00.000,252.62,95,15,1
"571269","16243",United Kingdom,2011-10-01 00:00:00.000,214.95,45,17,1
"571270","12940",United Kingdom,2011-10-01 00:00:00.000,538.42,309,73,1
"571271","15440",United Kingdom,2011-10-01 00:00:00.000,146.02,72,28,1
"571272","13878",United Kingdom,2011-10-01 00:00:00.000,1271.57,463,35,1
"571273","13034",United Kingdom,2011-10-01 00:00:00.000,476.91,253,26,1
"571274","16934",United Kingdom,2011-10-01 00:00:00.000,790.08,362,49,1
"571275","15994",United Kingdom,2011-10-01 00:00:00.000,414.27,173,31,1
"571276","14702",United Kingdom,2011-10-01 00:00:00.000,360.41,157,50,1
"571277","16934",United Kingdom,2011-10-01 00:00:00.000,140.95,35,10,1
"571278","14780",United Kingdom,2011-10-01 00:00:00.000,114.88,100,8,1
"571279","16466",United Kingdom,2011-10-01 00:00:00.000,354.47,162,30,1
"571280","18122",United Kingdom,2011-10-01 00:00:00.000,442.88,202,63,1
"571281","14088",United Kingdom,2011-10-01 00:00:00.000,8132.31,1624,96,1
"571282","15545",United Kingdom,2011-10-01 00:00:00.000,153.64,87,49,1
"571283","16533",United Kingdom,2011-10-01 00:00:00.000,610.89,375,78,1
"571284","14562",United Kingdom,2011-10-01 00:00:00.000,405.02,146,47,1
"571286","14547",United Kingdom,2011-10-01 00:00:00.000,471.05,211,72,1
"571288","16052",United Kingdom,2011-10-01 00:00:00.000,362.06,282,34,1
"571289","15113",United Kingdom,2011-10-01 00:00:00.000,2142.79,1370,68,1
"571290","17183",United Kingdom,2011-10-01 00:00:00.000,739.37,311,26,1
"571291","13610",United Kingdom,2011-10-01 00:00:00.000,204.28,89,33,1
"571292","15311",United Kingdom,2011-10-01 00:00:00.000,273.99,128,41,1
"571293","13956",United Kingdom,2011-10-01 00:00:00.000,189.65,55,18,1
"571294","16987",United Kingdom,2011-10-01 00:00:00.000,369.27,115,35,1
"571295","14741",United Kingdom,2011-10-01 00:00:00.000,303.43,117,13,1
"571296","13760",United Kingdom,2011-10-01 00:00:00.000,151.70,101,25,1
"571297","16987",United Kingdom,2011-10-01 00:00:00.000,12.75,1,1,0
"571298","15769",United Kingdom,2011-10-01 00:00:00.000,2327.00,1300,6,1
"571299","13798",United Kingdom,2011-10-01 00:00:00.000,358.00,200,2,1
"571300","14262",United Kingdom,2011-10-01 00:00:00.000,214.45,182,12,1
"571301","15218",United Kingdom,2011-10-01 00:00:00.000,303.30,186,4,1
"571302","12989",United Kingdom,2011-10-01 00:00:00.000,482.40,246,2,1
"571303","13875",United Kingdom,2011-10-01 00:00:00.000,361.99,311,23,1
"571304","12526",Germany,2011-10-01 00:00:00.000,519.28,226,29,1
"571305","",United Kingdom,2011-10-01 00:00:00.000,2729.23,367,134,1
"571306","16701",United Kingdom,2011-10-01 00:00:00.000,720.56,658,17,1
"571307","14443",United Kingdom,2011-10-01 00:00:00.000,428.68,272,28,1
"571308","12475",Germany,2011-10-01 00:00:00.000,723.38,535,36,1
"571309","13685",United Kingdom,2011-10-01 00:00:00.000,5.93,13,13,0
"571310","13394",United Kingdom,2011-10-01 00:00:00.000,371.73,463,25,1
"571311","17402",United Kingdom,2011-10-01 00:00:00.000,151.50,38,2,1
"571312","12474",Germany,2011-10-01 00:00:00.000,572.23,480,36,1
"571313","14156",EIRE,2011-10-01 00:00:00.000,728.24,668,5,1
"571314","14156",EIRE,2011-10-01 00:00:00.000,894.64,456,9,1
"571315","16542",United Kingdom,2011-10-01 00:00:00.000,119.62,46,5,1
"571317","17377",United Kingdom,2011-10-01 00:00:00.000,353.73,198,39,1
"571318","17404",Sweden,2011-10-01 00:00:00.000,5296.96,5952,30,1
"571322","13534",United Kingdom,2011-10-01 00:00:00.000,451.60,208,19,1
"571323","13534",United Kingdom,2011-10-01 00:00:00.000,383.55,203,18,1
"571324","12783",Portugal,2011-10-01 00:00:00.000,283.02,1,1,1
"571326","12783",Portugal,2011-10-01 00:00:00.000,339.02,1,1,1
"571328","12473",Germany,2011-10-01 00:00:00.000,1697.98,1557,99,1
"571352","18042",United Kingdom,2011-10-01 00:00:00.000,165.05,33,7,1
"571360","16563",United Kingdom,2011-10-01 00:00:00.000,1077.74,486,19,1
"571372","17201",United Kingdom,2011-10-01 00:00:00.000,289.78,231,38,1
"571377","14911",EIRE,2011-10-01 00:00:00.000,292.00,66,15,1
"571404","17520",United Kingdom,2011-10-01 00:00:00.000,546.81,365,30,1
"571405","13871",United Kingdom,2011-10-01 00:00:00.000,45.00,12,2,0
"571406","13871",United Kingdom,2011-10-01 00:00:00.000,357.68,202,22,1
"571407","13750",United Kingdom,2011-10-01 00:00:00.000,330.63,85,5,1
"571408","15012",United Kingdom,2011-10-01 00:00:00.000,216.48,141,68,1
"571409","14911",EIRE,2011-10-01 00:00:00.000,964.22,599,55,1
"571410","17527",United Kingdom,2011-10-01 00:00:00.000,151.15,49,8,1
"571411","17858",United Kingdom,2011-10-01 00:00:00.000,469.55,131,27,1
"571412","17734",United Kingdom,2011-10-01 00:00:00.000,160.42,79,10,1
"571413","13923",United Kingdom,2011-10-01 00:00:00.000,351.13,185,20,1
"571418","16412",United Kingdom,2011-10-01 00:00:00.000,135.99,63,25,1
"571425","14911",EIRE,2011-10-01 00:00:00.000,690.34,224,39,1
"571426","15179",United Kingdom,2011-10-01 00:00:00.000,188.55,222,13,1
"571427","17205",United Kingdom,2011-10-01 00:00:00.000,384.08,884,13,1
"571428","17534",United Kingdom,2011-10-01 00:00:00.000,223.36,103,9,1
"571429","15335",United Kingdom,2011-10-01 00:00:00.000,170.22,79,34,1
"571430","13090",United Kingdom,2011-10-01 00:00:00.000,331.90,74,5,1
"571431","13881",United Kingdom,2011-10-01 00:00:00.000,791.00,340,2,1
"571432","16737",United Kingdom,2011-10-01 00:00:00.000,417.60,288,1,1
"571433","13015",United Kingdom,2011-10-01 00:00:00.000,1576.60,904,87,1
"571434","13069",United Kingdom,2011-10-01 00:00:00.000,110.53,244,12,1
"571435","14211",United Kingdom,2011-10-01 00:00:00.000,546.23,377,24,1
"571436","16076",United Kingdom,2011-10-01 00:00:00.000,127.50,62,5,1
"571437","13069",United Kingdom,2011-10-01 00:00:00.000,14.56,7,3,0
"571438","15066",United Kingdom,2011-10-01 00:00:00.000,893.59,317,42,1
"571439","17206",United Kingdom,2011-10-01 00:00:00.000,204.24,76,7,1
"571441","14096",United Kingdom,2011-10-01 00:00:00.000,4050.61,995,363,1
"571442","17049",United Kingdom,2011-10-01 00:00:00.000,1279.01,651,88,1
"571443","17785",United Kingdom,2011-10-01 00:00:00.000,131.94,67,13,1
"571444","18179",United Kingdom,2011-10-01 00:00:00.000,469.43,227,26,1
"571445","12463",Belgium,2011-10-01 00:00:00.000,358.99,199,22,1
"571446","14911",EIRE,2011-10-01 00:00:00.000,1761.24,572,16,1
"571447","14911",EIRE,2011-10-01 00:00:00.000,118.44,36,1,1
"571456","16729",United Kingdom,2011-10-01 00:00:00.000,493.05,322,51,1
"571457","12963",United Kingdom,2011-10-01 00:00:00.000,105.22,84,7,1
"571461","16932",United Kingdom,2011-10-01 00:00:00.000,150.23,82,44,1
"571462","16363",United Kingdom,2011-10-01 00:00:00.000,109.36,52,5,1
"571463","16463",United Kingdom,2011-10-01 00:00:00.000,491.28,377,22,1
"571464","14805",United Kingdom,2011-10-01 00:00:00.000,136.40,40,10,1
"571465","14830",United Kingdom,2011-10-01 00:00:00.000,188.88,164,39,1
"571474","16389",United Kingdom,2011-10-01 00:00:00.000,303.36,773,11,1
"571475","15033",United Kingdom,2011-10-01 00:00:00.000,343.43,249,78,1
"571476","13546",United Kingdom,2011-10-01 00:00:00.000,230.12,106,32,1
"571477","12794",Portugal,2011-10-01 00:00:00.000,543.41,365,25,1
"571486","17612",United Kingdom,2011-10-01 00:00:00.000,365.51,467,27,1
"571496","13265",United Kingdom,2011-10-01 00:00:00.000,305.36,400,16,1
"571497","14841",United Kingdom,2011-10-01 00:00:00.000,540.40,280,17,1
"571498","17841",United Kingdom,2011-10-01 00:00:00.000,411.04,238,83,1
"571500","",United Kingdom,2011-10-01 00:00:00.000,169.70,101,51,1
"571502","14422",United Kingdom,2011-10-01 00:00:00.000,1232.95,593,65,1
"571504","16133",United Kingdom,2011-10-01 00:00:00.000,301.08,202,6,1
"571505","17244",United Kingdom,2011-10-01 00:00:00.000,954.90,616,31,1
"571506","15355",United Kingdom,2011-10-01 00:00:00.000,126.25,21,8,1
"571508","",United Kingdom,2011-10-01 00:00:00.000,2144.38,784,331,1
"571509","13110",United Kingdom,2011-10-01 00:00:00.000,204.70,51,23,1
"571510","18241",United Kingdom,2011-10-01 00:00:00.000,131.18,70,6,1
"571511","15598",United Kingdom,2011-10-01 00:00:00.000,240.68,160,14,1
"571544","17757",United Kingdom,2011-10-01 00:00:00.000,225.60,200,55,1
"571545","",United Kingdom,2011-10-01 00:00:00.000,13.65,11,8,0
"571546","17920",United Kingdom,2011-10-01 00:00:00.000,251.88,69,10,1
"571547","17679",United Kingdom,2011-10-01 00:00:00.000,348.91,51,4,1
"571548","15505",United Kingdom,2011-10-01 00:00:00.000,880.58,792,29,1
"571549","13536",United Kingdom,2011-10-01 00:00:00.000,369.74,302,16,1
"571550","13892",United Kingdom,2011-10-01 00:00:00.000,176.04,420,2,1
"571551","15637",United Kingdom,2011-10-01 00:00:00.000,223.36,128,15,1
"571552","16848",United Kingdom,2011-10-01 00:00:00.000,281.42,182,14,1
"571553","17317",United Kingdom,2011-10-01 00:00:00.000,534.24,504,1,1
"571554","",United Kingdom,2011-10-01 00:00:00.000,2884.29,638,63,1
"571555","16458",United Kingdom,2011-10-01 00:00:00.000,183.90,106,10,1
"571556","12662",Germany,2011-10-01 00:00:00.000,521.62,297,31,1
"571557","15678",United Kingdom,2011-10-01 00:00:00.000,352.70,184,12,1
"571558","17730",United Kingdom,2011-10-01 00:00:00.000,346.08,220,11,1
"571559","14911",EIRE,2011-10-01 00:00:00.000,808.15,283,28,1
"571560","14897",United Kingdom,2011-10-01 00:00:00.000,400.92,170,20,1
"571561","14015",United Kingdom,2011-10-01 00:00:00.000,917.34,378,20,1
"571562","14156",EIRE,2011-10-01 00:00:00.000,704.02,342,23,1
"571563","16249",United Kingdom,2011-10-01 00:00:00.000,359.30,188,20,1
"571564","16019",United Kingdom,2011-10-01 00:00:00.000,417.29,218,24,1
"571565","12720",Germany,2011-10-01 00:00:00.000,163.10,82,9,1
"571566","13594",United Kingdom,2011-10-01 00:00:00.000,396.97,359,26,1
"571594","15971",United Kingdom,2011-10-01 00:00:00.000,708.00,240,1,1
"571595","15971",United Kingdom,2011-10-01 00:00:00.000,701.00,230,5,1
"571601","17073",United Kingdom,2011-10-01 00:00:00.000,325.53,96,28,1
"571610","13953",United Kingdom,2011-10-01 00:00:00.000,500.00,400,1,1
"571622","14798",United Kingdom,2011-10-01 00:00:00.000,76.34,46,4,0
"571628","15311",United Kingdom,2011-10-01 00:00:00.000,131.40,44,9,1
"571629","13362",United Kingdom,2011-10-01 00:00:00.000,756.11,289,39,1
"571636","13509",United Kingdom,2011-10-01 00:00:00.000,176.60,172,8,1
"571638","15327",United Kingdom,2011-10-01 00:00:00.000,208.75,116,10,1
"571640","17203",United Kingdom,2011-10-01 00:00:00.000,1283.27,1201,20,1
"571641","17135",United Kingdom,2011-10-01 00:00:00.000,205.06,369,14,1
"571642","17203",United Kingdom,2011-10-01 00:00:00.000,16.00,14,3,0
"571652","",Hong Kong,2011-10-01 00:00:00.000,423.42,236,27,1
"571653","14298",United Kingdom,2011-10-01 00:00:00.000,5355.68,5918,202,1
"571654","18118",United Kingdom,2011-10-01 00:00:00.000,136.74,67,44,1
"571655","14688",United Kingdom,2011-10-01 00:00:00.000,283.33,112,10,1
"571656","16393",United Kingdom,2011-10-01 00:00:00.000,352.41,141,33,1
"571657","13835",United Kingdom,2011-10-01 00:00:00.000,205.57,105,15,1
"571658","12621",Germany,2011-10-01 00:00:00.000,630.55,346,22,1
"571660","16191",United Kingdom,2011-10-01 00:00:00.000,539.18,490,38,1
"571662","14861",United Kingdom,2011-10-01 00:00:00.000,125.79,117,6,1
"571663","17262",United Kingdom,2011-10-01 00:00:00.000,298.00,40,2,1
"571664","17090",United Kingdom,2011-10-01 00:00:00.000,302.4,144,2,1
"571665","12540",Spain,2011-10-01 00:00:00.000,1019.47,724,41,1
"571666","16422",United Kingdom,2011-10-01 00:00:00.000,722.76,560,8,1
"571667","14554",United Kingdom,2011-10-01 00:00:00.000,334.93,224,47,1
"571668","16515",United Kingdom,2011-10-01 00:00:00.000,376.78,138,17,1
"571669","17758",United Kingdom,2011-10-01 00:00:00.000,632.01,431,57,1
"571670","12611",Italy,2011-10-01 00:00:00.000,1193.32,846,65,1
"571671","16940",United Kingdom,2011-10-01 00:00:00.000,1181.52,933,118,1
"571672","13880",United Kingdom,2011-10-01 00:00:00.000,322.10,154,14,1
"571673","13991",United Kingdom,2011-10-01 00:00:00.000,199.96,300,11,1
"571675","13700",United Kingdom,2011-10-01 00:00:00.000,305.76,148,9,1
"571676","16910",United Kingdom,2011-10-01 00:00:00.000,268.77,128,91,1
"571677","13637",United Kingdom,2011-10-01 00:00:00.000,125.65,55,8,1
"571679","14159",United Kingdom,2011-10-01 00:00:00.000,178.13,159,38,1
"571681","16734",United Kingdom,2011-10-01 00:00:00.000,344.35,237,20,1
"571682","14179",United Kingdom,2011-10-01 00:00:00.000,538.32,215,111,1
"571683","15140",United Kingdom,2011-10-01 00:00:00.000,301.40,108,12,1
"571684","16730",United Kingdom,2011-10-01 00:00:00.000,262.17,244,42,1
"571685","12863",United Kingdom,2011-10-01 00:00:00.000,521.20,188,5,1
"571690","14191",United Kingdom,2011-10-01 00:00:00.000,329.97,279,21,1
"571691","13860",United Kingdom,2011-10-01 00:00:00.000,184.64,80,11,1
"571692","13860",United Kingdom,2011-10-01 00:00:00.000,27.29,7,2,0
"571693","14776",United Kingdom,2011-10-01 00:00:00.000,330.24,440,16,1
"571694","13308",United Kingdom,2011-10-01 00:00:00.000,284.68,160,11,1
"571696","15604",United Kingdom,2011-10-01 00:00:00.000,216.39,159,17,1
"571697","12759",Netherlands,2011-10-01 00:00:00.000,448.92,272,29,1
"571698","13805",United Kingdom,2011-10-01 00:00:00.000,424.36,1172,7,1
"571700","",United Kingdom,2011-10-01 00:00:00.000,5.95,1,1,0
"571701","14639",United Kingdom,2011-10-01 00:00:00.000,948.16,632,55,1
"571702","14639",United Kingdom,2011-10-01 00:00:00.000,47.10,10,2,0
"571703","",United Kingdom,2011-10-01 00:00:00.000,2.08,1,1,0
"571705","12360",Austria,2011-10-01 00:00:00.000,1043.78,491,54,1
"571706","15144",United Kingdom,2011-10-01 00:00:00.000,206.60,152,8,1
"571708","12955",United Kingdom,2011-10-01 00:00:00.000,269.76,280,12,1
"571709","16463",United Kingdom,2011-10-01 00:00:00.000,308.74,228,19,1
"571710","13032",United Kingdom,2011-10-01 00:00:00.000,513.88,200,27,1
"571712","14056",United Kingdom,2011-10-01 00:00:00.000,611.98,297,65,1
"571713","",United Kingdom,2011-10-01 00:00:00.000,1809.65,561,264,1
"571714","",United Kingdom,2011-10-01 00:00:00.000,992.49,315,164,1
"571715","17576",United Kingdom,2011-10-01 00:00:00.000,317.00,165,43,1
"571716","",United Kingdom,2011-10-01 00:00:00.000,1911.88,668,288,1
"571717","14381",United Kingdom,2011-10-01 00:00:00.000,202.68,146,56,1
"571724","12572",Germany,2011-10-01 00:00:00.000,532.74,293,36,1
"571725","13491",United Kingdom,2011-10-01 00:00:00.000,127.37,91,8,1
