invoiceno,customerid,country,invoicemonth,totalinvoiceamount,totalitems,distinctproducts,highvaluebasket,log_totalinvoiceamount
572913,15993.0,United Kingdom,2011-10-01 00:00:00.000,856.24,675,169,1,6.753717926066475
572914,12948.0,United Kingdom,2011-10-01 00:00:00.000,127.68,68,5,1,4.857328702370825
572918,14379.0,United Kingdom,2011-10-01 00:00:00.000,237.12,164,27,1,5.47277474828519
572921,15993.0,United Kingdom,2011-10-01 00:00:00.000,421.59,243,61,1,6.046402441863648
572922,17895.0,United Kingdom,2011-10-01 00:00:00.000,95.45,127,15,0,4.569024739351738
572923,15948.0,United Kingdom,2011-10-01 00:00:00.000,644.24,439,40,1,6.469622340609587
572924,13416.0,United Kingdom,2011-10-01 00:00:00.000,437.5,94,8,1,6.083359811812238
572925,12523.0,France,2011-10-01 00:00:00.000,228.22,136,14,1,5.434682241068553
572926,15659.0,United Kingdom,2011-10-01 00:00:00.000,306.45,111,11,1,5.7283124723994785
572928,14623.0,United Kingdom,2011-10-01 00:00:00.000,118.2,22,6,1,4.7808027546312495
572929,16626.0,United Kingdom,2011-10-01 00:00:00.000,13.2,8,2,0,2.653241964607215
572930,17613.0,United Kingdom,2011-10-01 00:00:00.000,371.87,237,12,1,5.92122983342553
572931,17613.0,United Kingdom,2011-10-01 00:00:00.000,109.25,47,5,1,4.702750514326955
572932,15791.0,United Kingdom,2011-10-01 00:00:00.000,389.45,173,21,1,5.967299920108684
572933,13458.0,United Kingdom,2011-10-01 00:00:00.000,495.86,270,26,1,6.208308296273664
572934,12610.0,Italy,2011-10-01 00:00:00.000,160.0,4,1,1,5.081404364984463
572935,14189.0,United Kingdom,2011-10-01 00:00:00.000,467.5,446,26,1,6.149536101678477
572946,13988.0,United Kingdom,2011-10-01 00:00:00.000,500.21,286,27,1,6.217025174937796
572960,18154.0,United Kingdom,2011-10-01 00:00:00.000,220.49,153,11,1,5.400377441739184
572964,12630.0,Finland,2011-10-01 00:00:00.000,701.79,284,35,1,6.5550581274126225
572969,13363.0,United Kingdom,2011-10-01 00:00:00.000,603.82,443,39,1,6.404930893101632
572986,12681.0,France,2011-10-01 00:00:00.000,490.19,300,23,1,6.196831018319511
572990,18276.0,United Kingdom,2011-10-01 00:00:00.000,335.86,186,14,1,5.81966741377024
572992,12681.0,France,2011-10-01 00:00:00.000,121.92,50,2,1,4.811533737262284
572994,17684.0,United Kingdom,2011-10-01 00:00:00.000,239.41,145,15,1,5.482345799133678
572997,17878.0,United Kingdom,2011-10-01 00:00:00.000,379.45,401,26,1,5.941354762622532
572998,14560.0,United Kingdom,2011-10-01 00:00:00.000,53.64,36,1,0,4.0007662152625345
572999,14560.0,United Kingdom,2011-10-01 00:00:00.000,95.23,21,4,0,4.566741159368309
573000,14752.0,United Kingdom,2011-10-01 00:00:00.000,389.64,260,5,1,5.967786419753405
573001,12841.0,United Kingdom,2011-10-01 00:00:00.000,122.62,120,18,1,4.817212344231128
573002,14646.0,Netherlands,2011-10-01 00:00:00.000,4534.22,3069,25,1,8.419628872949215
573003,14646.0,Netherlands,2011-10-01 00:00:00.000,4992.0,2400,1,1,8.51579221050061
573004,14646.0,Netherlands,2011-10-01 00:00:00.000,469.0,300,2,1,6.152732694704104
573005,17414.0,United Kingdom,2011-10-01 00:00:00.000,180.0,720,1,1,5.198497031265826
573006,16232.0,United Kingdom,2011-10-01 00:00:00.000,265.84,112,6,1,5.586649227841314
573007,16009.0,United Kingdom,2011-10-01 00:00:00.000,388.76,122,20,1,5.965531165081478
573008,12901.0,United Kingdom,2011-10-01 00:00:00.000,1146.96,4936,12,1,7.045741733066898
573019,15145.0,United Kingdom,2011-10-01 00:00:00.000,312.34,190,18,1,5.747288862965341
573020,14842.0,United Kingdom,2011-10-01 00:00:00.000,923.17,455,55,1,6.828896037402928
573022,16011.0,United Kingdom,2011-10-01 00:00:00.000,245.3,102,11,1,5.506550305126492
573023,13882.0,United Kingdom,2011-10-01 00:00:00.000,490.55,383,22,1,6.197563663812933
573026,17459.0,United Kingdom,2011-10-01 00:00:00.000,356.91,310,34,1,5.880281558147221
573027,18225.0,United Kingdom,2011-10-01 00:00:00.000,533.18,250,14,1,6.280732860813635
573028,16847.0,United Kingdom,2011-10-01 00:00:00.000,193.44,78,12,1,5.270123632177254
573029,14971.0,United Kingdom,2011-10-01 00:00:00.000,606.61,283,98,1,6.409533228782365
573032,18211.0,United Kingdom,2011-10-01 00:00:00.000,130.67,101,17,1,4.880298792368253
573033,14099.0,United Kingdom,2011-10-01 00:00:00.000,217.27,161,16,1,5.385732828550986
573035,12433.0,Norway,2011-10-01 00:00:00.000,1498.66,1114,58,1,7.312993694730864
573036,12437.0,France,2011-10-01 00:00:00.000,263.46,78,11,1,5.577690011128677
573038,17545.0,United Kingdom,2011-10-01 00:00:00.000,340.89,211,86,1,5.834489047899294
573066,16026.0,United Kingdom,2011-10-01 00:00:00.000,236.09,243,30,1,5.468439815884993
573068,17545.0,United Kingdom,2011-10-01 00:00:00.000,122.68,71,24,1,4.817697584839112
573069,18077.0,United Kingdom,2011-10-01 00:00:00.000,158.15,73,10,1,5.069847153728102
573070,13263.0,United Kingdom,2011-10-01 00:00:00.000,135.3,90,37,1,4.914858338702487
573074,16265.0,United Kingdom,2011-10-01 00:00:00.000,595.08,321,31,1,6.390374886245472
573075,17545.0,United Kingdom,2011-10-01 00:00:00.000,178.75,55,30,1,5.191566996601156
573076,13488.0,United Kingdom,2011-10-01 00:00:00.000,878.98,576,54,1,6.779899179941257
573077,12536.0,France,2011-10-01 00:00:00.000,4161.06,1,1,1,8.333765422995752
573078,12839.0,United Kingdom,2011-10-01 00:00:00.000,387.8,242,23,1,5.963065072586284
573080,12536.0,France,2011-10-01 00:00:00.000,4161.06,1,1,1,8.333765422995752
573082,17173.0,United Kingdom,2011-10-01 00:00:00.000,281.1,74,4,1,5.642261618007951
573083,13735.0,United Kingdom,2011-10-01 00:00:00.000,989.86,243,67,1,6.8985732529072505
573085,14441.0,United Kingdom,2011-10-01 00:00:00.000,709.79,150,19,1,6.566377027526495
573093,18283.0,United Kingdom,2011-10-01 00:00:00.000,112.99,61,38,1,4.736110725248687
573094,15707.0,United Kingdom,2011-10-01 00:00:00.000,277.23,127,48,1,5.628448109764594
573095,14239.0,United Kingdom,2011-10-01 00:00:00.000,161.46,90,7,1,5.090431817622808
573096,14004.0,United Kingdom,2011-10-01 00:00:00.000,813.15,495,34,1,6.702144624210229
573100,17528.0,United Kingdom,2011-10-01 00:00:00.000,389.96,206,23,1,5.9686052529619
573102,13266.0,United Kingdom,2011-10-01 00:00:00.000,382.34,268,20,1,5.948922323842307
573103,16513.0,United Kingdom,2011-10-01 00:00:00.000,108.45,21,2,1,4.695467823968872
573104,17652.0,United Kingdom,2011-10-01 00:00:00.000,353.39,277,13,1,5.870398001628538
573106,12626.0,Germany,2011-10-01 00:00:00.000,216.96,137,13,1,5.384311559714898
573108,12430.0,Norway,2011-10-01 00:00:00.000,256.4,117,11,1,5.5506312951620265
573109,15144.0,United Kingdom,2011-10-01 00:00:00.000,729.46,174,18,1,6.593674472675792
573110,17677.0,United Kingdom,2011-10-01 00:00:00.000,532.42,258,4,1,6.279309106358068
573111,17677.0,United Kingdom,2011-10-01 00:00:00.000,128.88,72,1,1,4.866610947234645
573112,16416.0,United Kingdom,2011-10-01 00:00:00.000,344.83,357,16,1,5.845947324836075
573113,18261.0,United Kingdom,2011-10-01 00:00:00.000,99.44,44,6,0,4.609560534289384
573116,14525.0,United Kingdom,2011-10-01 00:00:00.000,409.44,380,26,1,6.017229754994008
573117,16688.0,United Kingdom,2011-10-01 00:00:00.000,647.77,583,33,1,6.475078262521287
573119,15498.0,United Kingdom,2011-10-01 00:00:00.000,377.76,202,9,1,5.936902759115299
573121,15498.0,United Kingdom,2011-10-01 00:00:00.000,20.8,10,1,0,3.0819099697950434
573122,14357.0,United Kingdom,2011-10-01 00:00:00.000,225.12,147,39,1,5.42106583180709
573123,13654.0,United Kingdom,2011-10-01 00:00:00.000,893.46,626,53,1,6.796220184229511
573124,13654.0,United Kingdom,2011-10-01 00:00:00.000,99.6,24,4,0,4.611152257665639
573125,16855.0,United Kingdom,2011-10-01 00:00:00.000,151.2,80,9,1,5.025195445427586
573126,15738.0,United Kingdom,2011-10-01 00:00:00.000,335.55,219,15,1,5.818746726456722
573128,13538.0,United Kingdom,2011-10-01 00:00:00.000,290.1,38,5,1,5.6736668507515775
573129,13147.0,United Kingdom,2011-10-01 00:00:00.000,118.8,24,1,1,4.785823685681349
573130,13969.0,United Kingdom,2011-10-01 00:00:00.000,1204.36,603,63,1,7.094533556493033
573131,15622.0,United Kingdom,2011-10-01 00:00:00.000,381.95,106,15,1,5.947904432355602
573132,15189.0,United Kingdom,2011-10-01 00:00:00.000,393.6,288,7,1,5.977872593588515
573133,15288.0,United Kingdom,2011-10-01 00:00:00.000,300.16,54,9,1,5.707641684981922
573134,12952.0,United Kingdom,2011-10-01 00:00:00.000,74.65,25,4,0,4.326117440234365
573135,12952.0,United Kingdom,2011-10-01 00:00:00.000,283.87,101,16,1,5.652032935854117
573136,12709.0,Germany,2011-10-01 00:00:00.000,268.68,110,10,1,5.597236070925805
573138,15023.0,United Kingdom,2011-10-01 00:00:00.000,695.03,250,53,1,6.545392762853768
573139,14716.0,United Kingdom,2011-10-01 00:00:00.000,125.79,176,29,1,4.842532174539857
573140,15955.0,United Kingdom,2011-10-01 00:00:00.000,416.46,145,15,1,6.0341887313177605
573141,16680.0,United Kingdom,2011-10-01 00:00:00.000,183.7,94,10,1,5.218732887205194
573142,18035.0,United Kingdom,2011-10-01 00:00:00.000,429.7,362,11,1,6.065411792060065
573143,13098.0,United Kingdom,2011-10-01 00:00:00.000,951.48,810,26,1,6.85906910940508
573144,18035.0,United Kingdom,2011-10-01 00:00:00.000,48.83,38,12,0,3.908617212293313
573145,18219.0,United Kingdom,2011-10-01 00:00:00.000,460.27,150,22,1,6.133983554848305
573146,16422.0,United Kingdom,2011-10-01 00:00:00.000,401.1,802,4,1,5.996700813903228
573149,16438.0,United Kingdom,2011-10-01 00:00:00.000,148.72,99,28,1,5.008766883036229
573150,15014.0,United Kingdom,2011-10-01 00:00:00.000,139.94,81,27,1,4.948334267898876
573151,17602.0,United Kingdom,2011-10-01 00:00:00.000,1062.18,785,122,1,6.969019696085911
573152,17530.0,United Kingdom,2011-10-01 00:00:00.000,218.83,115,22,1,5.392854520372025
573153,12678.0,France,2011-10-01 00:00:00.000,8895.76,5205,61,1,9.093442444495963
573155,13632.0,United Kingdom,2011-10-01 00:00:00.000,854.53,433,44,1,6.751721159929565
573156,16656.0,United Kingdom,2011-10-01 00:00:00.000,756.72,816,6,1,6.630313924260078
573157,17669.0,United Kingdom,2011-10-01 00:00:00.000,212.0,120,2,1,5.3612921657094255
573158,14738.0,United Kingdom,2011-10-01 00:00:00.000,229.99,63,10,1,5.442374419541463
573159,16648.0,United Kingdom,2011-10-01 00:00:00.000,290.66,281,19,1,5.675588740285419
573160,14359.0,United Kingdom,2011-10-01 00:00:00.000,302.09,132,19,1,5.714029791107751
573161,17736.0,United Kingdom,2011-10-01 00:00:00.000,39.95,1,1,0,3.7123518102990785
573162,15611.0,United Kingdom,2011-10-01 00:00:00.000,244.5,126,2,1,5.503296947234575
573163,16843.0,United Kingdom,2011-10-01 00:00:00.000,377.65,183,13,1,5.936612295559832
573164,13993.0,United Kingdom,2011-10-01 00:00:00.000,373.65,45,7,1,5.92599225681032
573165,16164.0,United Kingdom,2011-10-01 00:00:00.000,245.36,136,14,1,5.506793880818843
573166,13089.0,United Kingdom,2011-10-01 00:00:00.000,706.36,296,23,1,6.561539730077933
573167,18287.0,United Kingdom,2011-10-01 00:00:00.000,70.68,108,3,0,4.272211768666675
573168,13798.0,United Kingdom,2011-10-01 00:00:00.000,320.42,206,4,1,5.772748679120924
573171,14218.0,United Kingdom,2011-10-01 00:00:00.000,169.48,160,12,1,5.1386179877903615
573173,12362.0,Belgium,2011-10-01 00:00:00.000,499.16,168,27,1,6.214928047233112
573175,15096.0,United Kingdom,2011-10-01 00:00:00.000,219.39,120,11,1,5.3953987041986
573178,14412.0,United Kingdom,2011-10-01 00:00:00.000,307.58,120,15,1,5.73198112901488
573179,13199.0,United Kingdom,2011-10-01 00:00:00.000,1826.88,264,11,1,7.5109121043451115
573182,14232.0,United Kingdom,2011-10-01 00:00:00.000,474.74,438,24,1,6.164871486512363
573183,15028.0,United Kingdom,2011-10-01 00:00:00.000,307.71,263,27,1,5.732402324893387
573184,14110.0,United Kingdom,2011-10-01 00:00:00.000,520.44,224,14,1,6.256594215089252
573185,17730.0,United Kingdom,2011-10-01 00:00:00.000,417.36,168,10,1,6.036342305886068
573195,12432.0,Norway,2011-10-01 00:00:00.000,978.06,366,30,1,6.886592927680116
573196,15028.0,United Kingdom,2011-10-01 00:00:00.000,18.75,15,1,0,2.9831534913471307
573200,12432.0,Norway,2011-10-01 00:00:00.000,64.6,8,2,0,4.183575695950044
573230,13199.0,United Kingdom,2011-10-01 00:00:00.000,85.92,48,1,0,4.464988155388229
573231,15267.0,United Kingdom,2011-10-01 00:00:00.000,60.0,48,1,0,4.110873864173311
573245,17841.0,United Kingdom,2011-10-01 00:00:00.000,403.25,233,61,1,6.002033498457216
573248,14498.0,United Kingdom,2011-10-01 00:00:00.000,675.53,409,74,1,6.516976792525597
573261,17949.0,United Kingdom,2011-10-01 00:00:00.000,1434.24,1992,1,1,7.269087361596196
573262,16851.0,United Kingdom,2011-10-01 00:00:00.000,128.37,107,7,1,4.86267651592981
573263,13694.0,United Kingdom,2011-10-01 00:00:00.000,3304.03,3917,22,1,8.103200829400414
573264,14415.0,United Kingdom,2011-10-01 00:00:00.000,606.2,327,66,1,6.408858226081421
573265,16150.0,United Kingdom,2011-10-01 00:00:00.000,304.49,109,17,1,5.721917044851684
573266,15290.0,United Kingdom,2011-10-01 00:00:00.000,1510.36,711,28,1,7.320765186707752
573269,16764.0,United Kingdom,2011-10-01 00:00:00.000,248.53,106,61,1,5.519579148444228
573270,17418.0,United Kingdom,2011-10-01 00:00:00.000,296.07,150,18,1,5.693967801267809
573272,13102.0,United Kingdom,2011-10-01 00:00:00.000,366.12,252,6,1,5.905688770086578
573273,12678.0,France,2011-10-01 00:00:00.000,52.2,36,1,0,3.9740583963475986
573275,15311.0,United Kingdom,2011-10-01 00:00:00.000,284.09,145,19,1,5.6528049198913335
573276,13985.0,United Kingdom,2011-10-01 00:00:00.000,544.1,356,20,1,6.300969264070235
573277,14606.0,United Kingdom,2011-10-01 00:00:00.000,111.22,36,21,1,4.720461230322826
573278,16102.0,United Kingdom,2011-10-01 00:00:00.000,449.3,166,8,1,6.109914027307526
573279,16107.0,United Kingdom,2011-10-01 00:00:00.000,496.8,208,3,1,6.210198389933492
573280,14221.0,United Kingdom,2011-10-01 00:00:00.000,343.91,178,22,1,5.843283513433758
573281,12895.0,United Kingdom,2011-10-01 00:00:00.000,105.0,68,6,1,4.663439094112067
573282,18030.0,United Kingdom,2011-10-01 00:00:00.000,121.1,46,4,1,4.804840381116659
573284,13812.0,Germany,2011-10-01 00:00:00.000,120.38,75,8,1,4.798926120407709
573285,17611.0,United Kingdom,2011-10-01 00:00:00.000,118.9,42,5,1,4.786658062033468
573287,14194.0,United Kingdom,2011-10-01 00:00:00.000,827.07,451,49,1,6.719097691874667
573288,14194.0,United Kingdom,2011-10-01 00:00:00.000,315.78,64,10,1,5.7582075266342745
573289,12705.0,Germany,2011-10-01 00:00:00.000,968.45,461,42,1,6.876728900377014
573291,16554.0,United Kingdom,2011-10-01 00:00:00.000,522.99,273,31,1,6.261472600169475
573292,14416.0,United Kingdom,2011-10-01 00:00:00.000,361.0,262,11,1,5.8916442118257715
573294,14397.0,United Kingdom,2011-10-01 00:00:00.000,134.28,108,3,1,4.907346704590325
573295,14440.0,United Kingdom,2011-10-01 00:00:00.000,181.7,22,4,1,5.207845463383961
573300,16049.0,United Kingdom,2011-10-01 00:00:00.000,477.59,341,138,1,6.170844280981016
573305,17837.0,United Kingdom,2011-10-01 00:00:00.000,462.33,157,33,1,6.138439543186145
573309,17272.0,United Kingdom,2011-10-01 00:00:00.000,40.8,48,1,0,3.7328963395307104
573311,14071.0,United Kingdom,2011-10-01 00:00:00.000,265.71,179,85,1,5.586161925798122
573314,16987.0,United Kingdom,2011-10-01 00:00:00.000,381.65,108,28,1,5.94712073325593
573315,17839.0,United Kingdom,2011-10-01 00:00:00.000,318.15,257,50,1,5.765661211702066
573316,12657.0,France,2011-10-01 00:00:00.000,42.5,5,1,0,3.7727609380946383
573319,17651.0,United Kingdom,2011-10-01 00:00:00.000,300.41,177,14,1,5.708471464142333
573320,15513.0,United Kingdom,2011-10-01 00:00:00.000,2520.28,857,38,1,7.832521988057323
573322,15769.0,United Kingdom,2011-10-01 00:00:00.000,179.0,100,1,1,5.19295685089021
573323,15708.0,United Kingdom,2011-10-01 00:00:00.000,645.91,228,52,1,6.472207181270235
573324,16235.0,United Kingdom,2011-10-01 00:00:00.000,192.02,78,9,1,5.26279381047899
573325,15370.0,United Kingdom,2011-10-01 00:00:00.000,313.8,28,1,1,5.751937516543248
573326,15298.0,United Kingdom,2011-10-01 00:00:00.000,463.82,228,25,1,6.141650233871866
573327,15298.0,United Kingdom,2011-10-01 00:00:00.000,12.48,6,1,0,2.601207105484161
573328,16601.0,United Kingdom,2011-10-01 00:00:00.000,242.7,133,29,1,5.495937960631161
573329,14810.0,United Kingdom,2011-10-01 00:00:00.000,218.55,103,25,1,5.391579997007726
573330,16923.0,United Kingdom,2011-10-01 00:00:00.000,526.55,233,69,1,6.268243647588101
573331,15860.0,United Kingdom,2011-10-01 00:00:00.000,102.01,55,10,1,4.634826070895602
573332,15059.0,United Kingdom,2011-10-01 00:00:00.000,150.21,136,17,1,5.0186695991245776
573333,12483.0,Sweden,2011-10-01 00:00:00.000,454.2,198,16,1,6.120736882812121
573334,12912.0,United Kingdom,2011-10-01 00:00:00.000,318.06,126,7,1,5.765379172872851
573335,15059.0,United Kingdom,2011-10-01 00:00:00.000,178.91,63,35,1,5.192456725848528
573336,17372.0,United Kingdom,2011-10-01 00:00:00.000,124.94,83,22,1,4.835805603060597
573337,17018.0,United Kingdom,2011-10-01 00:00:00.000,515.1,116,10,1,6.246300545154681
573338,14546.0,United Kingdom,2011-10-01 00:00:00.000,476.0,174,55,1,6.1675164908883415
573339,13278.0,United Kingdom,2011-10-01 00:00:00.000,542.73,537,46,1,6.298452800117238
573340,14159.0,United Kingdom,2011-10-01 00:00:00.000,510.9,696,134,1,6.238129293463538
573341,16949.0,United Kingdom,2011-10-01 00:00:00.000,310.48,313,21,1,5.741335130708785
573342,14582.0,United Kingdom,2011-10-01 00:00:00.000,114.11,73,6,1,4.74588819292697
573343,13566.0,United Kingdom,2011-10-01 00:00:00.000,289.53,232,63,1,5.671706841183716
573344,14179.0,United Kingdom,2011-10-01 00:00:00.000,163.25,104,34,1,5.10138965736472
573345,17609.0,United Kingdom,2011-10-01 00:00:00.000,331.21,353,76,1,5.805767299074111
573346,17255.0,United Kingdom,2011-10-01 00:00:00.000,183.22,154,33,1,5.216130695560089
573347,13137.0,United Kingdom,2011-10-01 00:00:00.000,571.97,366,121,1,6.350833359323173
573348,14487.0,United Kingdom,2011-10-01 00:00:00.000,196.68,162,30,1,5.286649561680354
573349,17609.0,United Kingdom,2011-10-01 00:00:00.000,29.97,13,7,0,3.4330189939851112
573350,17725.0,United Kingdom,2011-10-01 00:00:00.000,278.67,213,16,1,5.633610336679198
573351,13524.0,United Kingdom,2011-10-01 00:00:00.000,196.32,117,7,1,5.284826776365538
573352,14077.0,United Kingdom,2011-10-01 00:00:00.000,132.72,72,2,1,4.895748061551898
573353,16115.0,United Kingdom,2011-10-01 00:00:00.000,225.94,105,36,1,5.424685665362843
573354,14040.0,United Kingdom,2011-10-01 00:00:00.000,141.05,79,4,1,4.956179108300197
573355,15865.0,United Kingdom,2011-10-01 00:00:00.000,291.28,56,9,1,5.677712246923017
573356,15251.0,United Kingdom,2011-10-01 00:00:00.000,246.85,139,4,1,5.512823724466583
573357,15251.0,United Kingdom,2011-10-01 00:00:00.000,178.44,84,2,1,5.189840890211953
573358,17213.0,United Kingdom,2011-10-01 00:00:00.000,500.61,209,29,1,6.217822925324135
573359,14178.0,United Kingdom,2011-10-01 00:00:00.000,258.9,150,48,1,5.560296941647445
573360,15748.0,United Kingdom,2011-10-01 00:00:00.000,144.36,50,19,1,4.979213424087916
573361,14456.0,United Kingdom,2011-10-01 00:00:00.000,238.92,253,58,1,5.480305534440753
573362,12597.0,Spain,2011-10-01 00:00:00.000,2176.45,1484,116,1,7.68590974635051
573363,16079.0,United Kingdom,2011-10-01 00:00:00.000,508.22,426,11,1,6.23288014320964
573364,14710.0,United Kingdom,2011-10-01 00:00:00.000,146.32,94,33,1,4.992607091576865
573365,12584.0,Italy,2011-10-01 00:00:00.000,343.0,62,12,1,5.840641657373398
573366,16361.0,United Kingdom,2011-10-01 00:00:00.000,269.36,89,18,1,5.599754404232153
573367,16145.0,United Kingdom,2011-10-01 00:00:00.000,490.17,353,26,1,6.1967903000492175
573368,14507.0,United Kingdom,2011-10-01 00:00:00.000,205.59,68,13,1,5.330736152803538
573369,16049.0,United Kingdom,2011-10-01 00:00:00.000,113.11,106,37,1,4.7371628954465885
573370,16626.0,United Kingdom,2011-10-01 00:00:00.000,403.9,138,17,1,6.003640123038116
573371,13113.0,United Kingdom,2011-10-01 00:00:00.000,307.08,132,7,1,5.730359489506653
573372,12971.0,United Kingdom,2011-10-01 00:00:00.000,78.9,130,4,0,4.380775852772229
573373,14684.0,United Kingdom,2011-10-01 00:00:00.000,265.61,220,101,1,5.585786916418494
573374,14755.0,United Kingdom,2011-10-01 00:00:00.000,443.21,167,15,1,6.096297423588737
573375,15521.0,United Kingdom,2011-10-01 00:00:00.000,673.42,366,24,1,6.513853062238425
573376,13617.0,United Kingdom,2011-10-01 00:00:00.000,178.48,112,16,1,5.190063781107782
573377,14653.0,United Kingdom,2011-10-01 00:00:00.000,405.13,158,58,1,6.006673305393934
573378,14217.0,United Kingdom,2011-10-01 00:00:00.000,92.52,24,5,0,4.538175317163813
573379,15680.0,United Kingdom,2011-10-01 00:00:00.000,542.82,416,33,1,6.298618309749357
573380,14572.0,United Kingdom,2011-10-01 00:00:00.000,606.25,222,48,1,6.408940567882282
573381,17590.0,United Kingdom,2011-10-01 00:00:00.000,349.38,205,54,1,5.8590182798076755
573382,17655.0,United Kingdom,2011-10-01 00:00:00.000,287.87,125,14,1,5.665976759920302
573383,17447.0,United Kingdom,2011-10-01 00:00:00.000,169.05,93,8,1,5.136092511453205
573384,15478.0,United Kingdom,2011-10-01 00:00:00.000,573.09,287,20,1,6.352786178453693
573385,13421.0,United Kingdom,2011-10-01 00:00:00.000,1008.67,633,37,1,6.917378823773288
573386,17183.0,United Kingdom,2011-10-01 00:00:00.000,486.5,231,10,1,6.189290290437902
573387,15054.0,United Kingdom,2011-10-01 00:00:00.000,168.42,111,65,1,5.132380839003405
573388,14895.0,United Kingdom,2011-10-01 00:00:00.000,965.78,520,30,1,6.873970961813533
573389,14895.0,United Kingdom,2011-10-01 00:00:00.000,47.4,12,1,0,3.879499813722586
573390,17213.0,United Kingdom,2011-10-01 00:00:00.000,500.61,209,29,1,6.217822925324135
573391,14911.0,EIRE,2011-10-01 00:00:00.000,501.66,185,21,1,6.219913997212373
573392,15376.0,United Kingdom,2011-10-01 00:00:00.000,244.34,82,15,1,5.502645003604606
573393,14158.0,United Kingdom,2011-10-01 00:00:00.000,507.66,781,41,1,6.231779816930511
573394,13089.0,United Kingdom,2011-10-01 00:00:00.000,456.92,260,8,1,6.126694496368086
573395,15385.0,United Kingdom,2011-10-01 00:00:00.000,316.88,161,12,1,5.761673953071979
573396,14723.0,United Kingdom,2011-10-01 00:00:00.000,190.04,171,50,1,5.2524828302042375
573397,15547.0,United Kingdom,2011-10-01 00:00:00.000,230.67,213,43,1,5.445313945282377
573398,17373.0,United Kingdom,2011-10-01 00:00:00.000,213.4,118,18,1,5.367843429196647
573399,13949.0,United Kingdom,2011-10-01 00:00:00.000,392.08,424,18,1,5.9740131534942265
573400,17796.0,United Kingdom,2011-10-01 00:00:00.000,75.9,18,4,0,4.3425058765115985
573401,12364.0,Belgium,2011-10-01 00:00:00.000,299.06,268,22,1,5.703982454658868
573402,12494.0,France,2011-10-01 00:00:00.000,214.74,209,15,1,5.374073978947283
573403,16506.0,United Kingdom,2011-10-01 00:00:00.000,55.2,24,2,0,4.028916756899646
573404,14295.0,United Kingdom,2011-10-01 00:00:00.000,166.2,84,5,1,5.119190700650601
573405,13822.0,United Kingdom,2011-10-01 00:00:00.000,468.38,500,90,1,6.151412674925044
573406,14112.0,United Kingdom,2011-10-01 00:00:00.000,770.23,411,43,1,6.647986642954672
573407,18067.0,United Kingdom,2011-10-01 00:00:00.000,396.33,189,36,1,5.98476716966025
573408,16190.0,United Kingdom,2011-10-01 00:00:00.000,215.08,88,6,1,5.37564870948436
573409,14112.0,United Kingdom,2011-10-01 00:00:00.000,33.0,4,1,0,3.5263605246161616
573410,15669.0,United Kingdom,2011-10-01 00:00:00.000,118.8,80,3,1,4.785823685681349
573411,13870.0,United Kingdom,2011-10-01 00:00:00.000,384.12,182,20,1,5.953554974034762
573412,13870.0,United Kingdom,2011-10-01 00:00:00.000,54.6,28,3,0,4.018183201256536
573413,15444.0,United Kingdom,2011-10-01 00:00:00.000,335.85,187,67,1,5.819637727406669
573414,16877.0,United Kingdom,2011-10-01 00:00:00.000,261.93,143,40,1,5.5718878370551685
573415,13607.0,United Kingdom,2011-10-01 00:00:00.000,675.51,288,93,1,6.516947229467592
573416,14688.0,United Kingdom,2011-10-01 00:00:00.000,245.32,90,5,1,5.506631503616245
573417,12581.0,Germany,2011-10-01 00:00:00.000,197.71,161,15,1,5.291846475417725
573418,15360.0,United Kingdom,2011-10-01 00:00:00.000,427.93,223,13,1,6.061293735451147
573419,13103.0,United Kingdom,2011-10-01 00:00:00.000,243.94,82,8,1,5.501013282593141
573420,18223.0,United Kingdom,2011-10-01 00:00:00.000,1389.05,601,35,1,7.23709499670081
573421,14292.0,United Kingdom,2011-10-01 00:00:00.000,1297.26,362,12,1,7.168780185371443
573422,14292.0,United Kingdom,2011-10-01 00:00:00.000,17.4,12,1,0,2.91235066461494
573423,16133.0,United Kingdom,2011-10-01 00:00:00.000,308.77,196,7,1,5.7358300866249765
573424,12720.0,Germany,2011-10-01 00:00:00.000,76.96,154,2,0,4.35619587463936
573425,16836.0,United Kingdom,2011-10-01 00:00:00.000,160.55,81,9,1,5.084814692270507
573428,12571.0,France,2011-10-01 00:00:00.000,271.26,326,20,1,5.606757492084327
573430,13813.0,Germany,2011-10-01 00:00:00.000,407.54,115,20,1,6.0125898287229305
573442,12488.0,France,2011-10-01 00:00:00.000,214.06,90,7,1,5.37091705896238
573452,17450.0,United Kingdom,2011-10-01 00:00:00.000,2039.24,656,8,1,7.620822726977213
573464,15667.0,United Kingdom,2011-10-01 00:00:00.000,301.32,240,13,1,5.711486059041233
573481,13994.0,United Kingdom,2011-10-01 00:00:00.000,608.3,224,33,1,6.412310757254448
573483,15793.0,United Kingdom,2011-10-01 00:00:00.000,305.36,184,5,1,5.724760881041393
573484,14883.0,United Kingdom,2011-10-01 00:00:00.000,94.08,108,5,0,4.554718642491993
573485,15752.0,United Kingdom,2011-10-01 00:00:00.000,533.23,303,64,1,6.280826457841061
573486,13186.0,United Kingdom,2011-10-01 00:00:00.000,273.95,273,16,1,5.616589262953823
573492,13544.0,United Kingdom,2011-10-01 00:00:00.000,163.05,49,36,1,5.1001712594071105
